date,open,high,low,close,volume,change,changePercent,symbol,currency
2024-04-10,69115.79,71341.0,67463.07,70634.04,38318601774,1518.25,2.2,BTCUSD,USD
2024-04-09,71650.1,71761.37,68200.0,69117.01,36426900409,-2533.09,-3.54,BTCUSD,USD
2024-04-08,69350.36,72777.0,69036.0,71622.53,37261432669,2272.17,3.28,BTCUSD,USD
2024-04-07,68908.6,70312.0,68820.0,69350.34,21204930369,441.74,0.64105,BTCUSD,USD
2024-04-06,67856.51,69693.1,67379.0,68919.89,19967785809,1063.38,1.57,BTCUSD,USD
2024-04-05,68528.46,68783.99,65959.0,67856.51,33748230056,-671.95,-0.98054,BTCUSD,USD
2024-04-04,65984.15,69634.0,65048.0,68527.4,34439527442,2543.25,3.85,BTCUSD,USD
2024-04-03,65472.0,66944.06,64500.0,65987.92,34488018367,515.92,0.788,BTCUSD,USD
2024-04-02,69681.1,69711.0,64192.0,65465.14,50705240709,-4215.96,-6.05,BTCUSD,USD
2024-04-01,71291.51,71373.0,68055.15,69681.1,34873527352,-1610.41,-2.26,BTCUSD,USD
2024-03-31,69652.0,71444.0,69587.86,71291.56,20050941373,1639.56,2.35,BTCUSD,USD
2024-03-30,69903.74,70363.25,69569.03,69626.87,17130241883,-276.87,-0.39607,BTCUSD,USD
2024-03-29,70786.0,70941.7,69015.0,69903.75,25230851763,-882.25,-1.25,BTCUSD,USD
2024-03-28,69437.2,71635.99,68800.0,70801.18,34374900617,1363.98,1.96,BTCUSD,USD
2024-03-27,69996.76,71789.85,68251.0,69437.3,40827113309,-559.46,-0.79927,BTCUSD,USD
2024-03-26,69950.1,71582.96,69116.8,70000.1,36010437368,50.0,0.07147953,BTCUSD,USD
2024-03-25,67212.69,71269.92,66381.84,69890.36,42700139523,2677.67,3.98,BTCUSD,USD
2024-03-24,63998.89,67949.0,63785.57,67205.24,27206630673,3206.35,5.01,BTCUSD,USD
2024-03-23,63814.56,66029.09,63013.19,63998.86,24738964812,184.3,0.28881,BTCUSD,USD
2024-03-22,65478.98,66712.0,62201.0,63814.56,41401116964,-1664.42,-2.54,BTCUSD,USD
2024-03-21,67855.88,68280.0,64525.0,65484.7,44480350565,-2371.18,-3.49,BTCUSD,USD
2024-03-20,62022.0,68202.0,60771.14,67858.8,66792634382,5836.8,9.41,BTCUSD,USD
2024-03-19,67600.0,68136.39,61506.0,61906.27,74215844794,-5693.73,-8.42,BTCUSD,USD
2024-03-18,68354.29,68940.0,66562.65,67613.04,49261579492,-741.25,-1.08,BTCUSD,USD
2024-03-17,65254.22,68927.0,64505.0,68343.64,44716864318,3089.42,4.73,BTCUSD,USD
2024-03-16,69514.87,70071.0,64774.05,65254.22,46842198371,-4260.65,-6.13,BTCUSD,USD
2024-03-15,71364.73,72500.0,65460.0,69520.0,78320453976,-1844.73,-2.58,BTCUSD,USD
2024-03-14,73135.04,73835.57,68454.47,71364.58,59594605698,-1770.46,-2.42,BTCUSD,USD
2024-03-13,71473.43,73709.99,70976.0,73135.04,48212536929,1661.61,2.32,BTCUSD,USD
2024-03-12,72100.1,73027.63,68357.0,71475.93,62554434520,-624.17,-0.8657,BTCUSD,USD
2024-03-11,69032.8,72943.98,67000.0,72110.98,65716656765,3078.18,4.46,BTCUSD,USD
2024-03-10,68480.01,70000.0,68047.0,68951.0,35683977532,470.99,0.68778,BTCUSD,USD
2024-03-09,68289.16,68700.41,67719.0,68480.0,21609650379,190.84,0.27946,BTCUSD,USD
2024-03-08,66938.21,70199.0,65200.0,68289.16,59202881172,1350.95,2.02,BTCUSD,USD
2024-03-07,66115.48,68098.09,65595.0,66938.21,46989543159,822.73,1.24,BTCUSD,USD
2024-03-06,63802.16,67681.0,62783.0,66122.28,68750229073,2320.12,3.64,BTCUSD,USD
2024-03-05,68356.7,69324.58,59008.0,63800.78,102802940877,-4555.92,-6.66,BTCUSD,USD
2024-03-04,63155.74,68602.98,62216.0,68098.0,70670471105,4942.26,7.83,BTCUSD,USD
2024-03-03,62045.77,63260.0,61350.0,63178.2,26253811450,1132.43,1.83,BTCUSD,USD
2024-03-02,62439.74,62500.0,61584.0,62045.78,23888473685,-393.96,-0.63094,BTCUSD,USD
2024-03-01,61180.09,63267.18,60500.0,62436.72,40186368423,1256.63,2.05,BTCUSD,USD
2024-02-29,62489.8,63675.48,60108.8,61180.9,65496611844,-1308.9,-2.09,BTCUSD,USD
2024-02-28,57077.08,64100.0,56000.4,62518.9,83239156760,5441.82,9.53,BTCUSD,USD
2024-02-27,54525.4,57646.81,54384.0,57077.07,49756832031,2551.67,4.68,BTCUSD,USD
2024-02-26,51733.8,54980.0,50871.0,54533.48,34074411896,2799.68,5.41,BTCUSD,USD
2024-02-25,51554.5,51967.82,51275.01,51731.0,15413239245,176.5,0.34236,BTCUSD,USD
2024-02-24,50739.4,51736.0,50576.55,51570.65,15174077879,831.25,1.64,BTCUSD,USD
2024-02-23,51300.1,51537.0,50227.0,50737.0,21427078270,-563.1,-1.1,BTCUSD,USD
2024-02-22,51866.9,52100.0,50890.2,51258.7,25413900611,-608.2,-1.17,BTCUSD,USD
2024-02-21,52270.1,52394.91,50439.0,51851.67,28624907020,-418.43,-0.80052,BTCUSD,USD
2024-02-20,51771.2,53000.0,50584.0,52167.0,33353758256,395.8,0.76452,BTCUSD,USD
2024-02-19,52157.1,52501.01,51648.0,51787.05,21362184346,-370.05,-0.70949,BTCUSD,USD
2024-02-18,51700.1,52451.0,51165.0,52153.62,17595377311,453.52,0.87721,BTCUSD,USD
2024-02-17,52185.3,52214.05,50130.0,51700.0,20009091006,-485.3,-0.92996,BTCUSD,USD
2024-02-16,51947.1,52608.2,51580.0,52162.64,28180567298,215.54,0.41492,BTCUSD,USD
2024-02-15,51835.2,52890.0,51280.0,51934.29,38564360533,99.09,0.19116,BTCUSD,USD
2024-02-14,49750.1,52136.8,49253.92,51858.59,39105608050,2108.49,4.24,BTCUSD,USD
2024-02-13,49942.49,50423.42,48240.0,49725.36,35593051468,-217.13,-0.43476,BTCUSD,USD
2024-02-12,48321.14,50363.42,47642.0,49941.81,34511985805,1620.67,3.35,BTCUSD,USD
2024-02-11,47767.06,48614.0,47580.9,48316.3,19315867136,549.24,1.15,BTCUSD,USD
2024-02-10,47157.01,48190.0,46889.53,47767.06,16398681570,610.05,1.29,BTCUSD,USD
2024-02-09,45280.0,48230.02,45246.0,47160.41,39316770844,1880.41,4.15,BTCUSD,USD
2024-02-08,44330.0,45637.38,44323.0,45329.6,26154524080,999.6,2.25,BTCUSD,USD
2024-02-07,43085.0,44430.0,42760.44,44343.61,21126587775,1258.61,2.92,BTCUSD,USD
2024-02-06,42650.0,43387.0,42516.07,43095.79,16798476726,445.79,1.05,BTCUSD,USD
2024-02-05,42591.3,43540.0,42235.0,42657.67,18715487317,66.37,0.15583,BTCUSD,USD
2024-02-04,43007.82,43109.0,42228.01,42568.55,14802225490,-439.27,-1.02,BTCUSD,USD
2024-02-03,43183.63,43366.0,42863.58,43010.67,11169245236,-172.96,-0.40052,BTCUSD,USD
2024-02-02,43075.3,43700.0,42527.58,43181.66,18603843039,106.36,0.24692,BTCUSD,USD
2024-02-01,42551.7,43276.19,41846.04,43075.2,21423953779,523.5,1.23,BTCUSD,USD
2024-01-31,42955.0,43742.3,42265.77,42548.08,24673628793,-406.92,-0.94732,BTCUSD,USD
2024-01-30,43272.7,43872.99,42680.2,42942.78,23842814518,-329.92,-0.76242,BTCUSD,USD
2024-01-29,42025.0,43333.0,41787.35,43269.5,20668476578,1244.5,2.96,BTCUSD,USD
2024-01-28,42126.55,42839.07,41617.53,42034.59,16858971687,-91.96,-0.21829,BTCUSD,USD
2024-01-27,41815.22,42204.0,41383.94,42126.55,11422941934,311.33,0.74454,BTCUSD,USD
2024-01-26,39941.66,42243.14,39805.95,41813.33,25598119893,1871.67,4.69,BTCUSD,USD
2024-01-25,40079.87,40333.0,39503.0,39941.66,18491782013,-138.21,-0.34484,BTCUSD,USD
2024-01-24,39878.3,40599.0,39382.15,40069.8,22359526178,191.5,0.48021,BTCUSD,USD
2024-01-23,39510.0,40215.0,38501.0,39878.3,29244553045,368.3,0.93217,BTCUSD,USD
2024-01-22,41670.0,41775.0,39372.44,39524.27,31338708143,-2145.73,-5.15,BTCUSD,USD
2024-01-21,41666.67,42260.0,41472.49,41554.05,9344043642,-112.62,-0.27029,BTCUSD,USD
2024-01-20,41623.94,41944.0,40000.0,41666.67,11586690904,42.73,0.10266,BTCUSD,USD
2024-01-19,41290.57,42212.0,40236.49,41621.24,25752407154,330.67,0.80084,BTCUSD,USD
2024-01-18,42737.68,42932.0,40600.05,41292.71,25218357242,-1444.97,-3.38,BTCUSD,USD
2024-01-17,43130.51,43215.0,42160.0,42739.49,20851232595,-391.02,-0.9066,BTCUSD,USD
2024-01-16,42499.3,43588.0,42028.02,43130.46,24062872740,631.16,1.49,BTCUSD,USD
2024-01-15,41698.13,43369.0,41680.0,42520.0,22320220558,821.87,1.97,BTCUSD,USD
2024-01-14,42827.9,43075.0,41680.73,41696.66,17521429522,-1131.24,-2.64,BTCUSD,USD
2024-01-13,42775.1,43250.0,42427.0,42839.33,20601860469,64.23,0.15016,BTCUSD,USD
2024-01-12,46350.4,46522.2,41444.97,42773.03,43332698900,-3577.37,-7.72,BTCUSD,USD
2024-01-11,46654.0,49102.29,45555.55,46350.4,45833734549,-303.6,-0.65075,BTCUSD,USD
2024-01-10,46120.79,47732.5,44268.0,46670.82,50114613298,550.03,1.19,BTCUSD,USD
2024-01-09,46989.5,47988.0,44500.0,46124.08,39821290992,-865.42,-1.84,BTCUSD,USD
2024-01-08,43954.52,47330.0,43200.44,46995.1,42746192015,3040.58,6.92,BTCUSD,USD
2024-01-07,43960.0,44510.01,43627.0,43959.0,19330573863,-1.0,-0.0022748,BTCUSD,USD
2024-01-06,44179.9,44263.0,43436.5,44018.0,16092503468,-161.9,-0.36646,BTCUSD,USD
2024-01-05,44199.04,44449.0,42413.0,44186.59,32336029347,-12.45,-0.02816803,BTCUSD,USD
2024-01-04,42860.58,44810.0,42650.0,44193.29,30448091210,1332.71,3.11,BTCUSD,USD
2024-01-03,44972.83,45559.0,39501.0,42862.44,46342323118,-2110.39,-4.69,BTCUSD,USD
2024-01-02,44180.8,45925.82,44113.2,44972.8,39335274536,792.0,1.79,BTCUSD,USD
2024-01-01,42241.1,44240.8,42175.65,44220.78,18426978443,1979.68,4.69,BTCUSD,USD
2023-12-31,42139.32,42939.0,41964.68,42288.06,16397498810,148.74,0.35297,BTCUSD,USD
2023-12-30,42097.9,42665.0,41518.19,42141.03,16013925945,43.13,0.10245,BTCUSD,USD
2023-12-29,42581.23,43175.0,41300.0,42063.45,26000021055,-517.78,-1.22,BTCUSD,USD
2023-12-28,43469.06,43830.34,42265.08,42581.23,22992093014,-887.83,-2.04,BTCUSD,USD
2023-12-27,42519.1,43709.98,42111.47,43474.4,25260941032,955.3,2.25,BTCUSD,USD
2023-12-26,43604.1,43649.0,41600.67,42519.47,30026850982,-1084.63,-2.49,BTCUSD,USD
2023-12-25,43014.9,43881.0,42755.35,43589.67,21115795370,574.77,1.34,BTCUSD,USD
2023-12-24,43728.36,43985.67,42614.17,43025.03,18830554085,-703.33,-1.61,BTCUSD,USD
2023-12-23,43997.0,44068.0,43314.0,43726.35,13507796558,-270.65,-0.61516,BTCUSD,USD
2023-12-22,43875.96,44444.0,43412.82,44013.73,21028503216,137.77,0.314,BTCUSD,USD
2023-12-21,43630.0,44250.0,43295.78,43875.32,22452766169,245.32,0.56227,BTCUSD,USD
2023-12-20,42267.1,44363.0,42184.48,43674.77,27868908174,1407.67,3.33,BTCUSD,USD
2023-12-19,42644.7,43529.0,41780.0,42266.22,23171001281,-378.48,-0.88752,BTCUSD,USD
2023-12-18,41349.59,42773.0,40508.0,42650.01,25224642008,1300.42,3.14,BTCUSD,USD
2023-12-17,42234.88,42448.0,41222.0,41349.59,16678702876,-885.29,-2.1,BTCUSD,USD
2023-12-16,41934.84,42746.0,41626.66,42236.7,14386729590,301.86,0.71983,BTCUSD,USD
2023-12-15,43027.76,43106.0,41640.51,41933.89,19639442462,-1093.87,-2.54,BTCUSD,USD
2023-12-14,42889.1,43470.0,41359.0,43028.27,25578530178,139.17,0.32449,BTCUSD,USD
2023-12-13,41477.6,43475.0,40553.15,42885.36,26797884674,1407.76,3.39,BTCUSD,USD
2023-12-12,41236.9,42300.0,40636.51,41477.39,24779520132,240.49,0.58319,BTCUSD,USD
2023-12-11,43793.67,43842.0,39999.0,41229.57,40632672038,-2564.1,-5.85,BTCUSD,USD
2023-12-10,43705.96,44066.0,43562.06,43793.68,13000481418,87.72,0.2007,BTCUSD,USD
2023-12-09,44192.86,44384.68,43586.14,43723.25,17368210171,-469.61,-1.06,BTCUSD,USD
2023-12-08,43288.1,44754.99,43086.0,44192.87,24421116687,904.77,2.09,BTCUSD,USD
2023-12-07,43809.0,44091.0,42846.53,43280.95,27635760671,-528.05,-1.21,BTCUSD,USD
2023-12-06,44086.33,44297.0,43335.5,43761.7,29909761586,-324.63,-0.73635,BTCUSD,USD
2023-12-05,41983.0,45000.0,40849.0,44084.39,36312154535,2101.39,5.01,BTCUSD,USD
2023-12-04,39975.1,42415.5,39476.0,41987.24,39856129827,2012.14,5.03,BTCUSD,USD
2023-12-03,39467.42,40221.22,39253.0,39984.81,15769696322,517.39,1.31,BTCUSD,USD
2023-12-02,38690.0,39740.0,38634.0,39471.48,15534035612,781.48,2.02,BTCUSD,USD
2023-12-01,37732.27,39000.0,37618.0,38703.54,23512784002,971.27,2.57,BTCUSD,USD
2023-11-30,37865.3,38152.18,37490.0,37732.27,18115982627,-133.03,-0.35132,BTCUSD,USD
2023-11-29,37838.26,38480.0,37555.0,37863.84,20728546658,25.58,0.06760353,BTCUSD,USD
2023-11-28,37254.1,38425.96,36873.55,37838.26,21696137014,584.16,1.57,BTCUSD,USD
2023-11-27,37469.9,37578.42,36715.1,37241.63,19002925720,-228.27,-0.60921,BTCUSD,USD
2023-11-26,37781.0,37842.17,37117.0,37462.79,13744796068,-318.21,-0.84225,BTCUSD,USD
2023-11-25,37748.85,37920.27,37583.0,37805.99,9099571165,57.14,0.15137,BTCUSD,USD
2023-11-24,37300.9,38454.0,37248.0,37745.84,22922957823,444.94,1.19,BTCUSD,USD
2023-11-23,37428.1,37653.67,36874.7,37300.9,14214948217,-127.2,-0.33985,BTCUSD,USD
2023-11-22,35756.0,37888.0,35633.0,37424.32,24397247860,1668.32,4.67,BTCUSD,USD
2023-11-21,37480.5,37675.77,35744.9,35751.89,25172163756,-1728.61,-4.61,BTCUSD,USD
2023-11-20,37379.0,37784.07,36620.0,37475.64,20888209068,96.64,0.25854,BTCUSD,USD
2023-11-19,36596.84,37546.62,36404.52,37391.19,12915986553,794.35,2.17,BTCUSD,USD
2023-11-18,36631.56,36857.15,36205.89,36594.89,11886022717,-36.67,-0.1001,BTCUSD,USD
2023-11-17,36161.15,36888.0,35851.2,36625.0,22445028430,463.85,1.28,BTCUSD,USD
2023-11-16,37856.0,37958.75,35511.11,36161.15,26007385366,-1694.85,-4.48,BTCUSD,USD
2023-11-15,35554.1,37987.0,35358.45,37885.35,27365821679,2331.25,6.56,BTCUSD,USD
2023-11-14,36494.1,36756.16,34666.0,35557.01,23857403554,-937.09,-2.57,BTCUSD,USD
2023-11-13,37053.9,37444.0,36351.0,36494.1,19057712790,-559.8,-1.51,BTCUSD,USD
2023-11-12,37139.94,37247.0,36727.3,37086.03,11545715999,-53.91,-0.14515,BTCUSD,USD
2023-11-11,37311.7,37424.03,36651.0,37139.12,13924272142,-172.58,-0.46254,BTCUSD,USD
2023-11-10,36702.5,37548.8,36334.46,37301.0,22711265155,598.5,1.63,BTCUSD,USD
2023-11-09,35639.13,37999.0,35517.3,36706.59,37762672382,1067.46,3.0,BTCUSD,USD
2023-11-08,35449.1,36113.59,35100.0,35639.13,17295394918,190.03,0.53606,BTCUSD,USD
2023-11-07,35028.6,35963.0,34518.0,35416.28,18834737789,387.68,1.11,BTCUSD,USD
2023-11-06,35035.79,35323.0,34753.66,35059.46,12693436420,23.67,0.06755949,BTCUSD,USD
2023-11-05,35091.1,35439.0,34479.0,35035.42,12412743996,-55.68,-0.15867,BTCUSD,USD
2023-11-04,34730.32,35296.0,34599.85,35090.3,9561294264,359.98,1.04,BTCUSD,USD
2023-11-03,34947.92,34954.6,34100.0,34731.27,17158456701,-216.65,-0.61992,BTCUSD,USD
2023-11-02,35441.7,35997.8,34311.73,34949.0,20998158544,-492.7,-1.39,BTCUSD,USD
2023-11-01,34653.9,35647.19,34079.46,35440.1,22446272005,786.2,2.27,BTCUSD,USD
2023-10-31,34508.1,34732.18,34038.79,34656.4,15758270810,148.3,0.42975,BTCUSD,USD
2023-10-30,34534.48,34953.4,34077.9,34493.79,17184860315,-40.69,-0.11782,BTCUSD,USD
2023-10-29,34085.42,34783.0,33937.31,34534.48,11160323986,449.06,1.32,BTCUSD,USD
2023-10-28,33915.1,34531.0,33852.8,34085.42,10160330825,170.32,0.5022,BTCUSD,USD
2023-10-27,34153.35,34269.0,33318.6,33906.09,16418032871,-247.26,-0.72397,BTCUSD,USD
2023-10-26,34504.33,34843.04,33717.2,34155.82,19427195376,-348.51,-1.01,BTCUSD,USD
2023-10-25,33921.6,35152.0,33690.91,34506.35,25254318008,584.75,1.72,BTCUSD,USD
2023-10-24,33084.4,35225.0,32851.0,33923.55,44934999645,839.15,2.54,BTCUSD,USD
2023-10-23,30004.14,35000.0,29890.89,33087.58,38363572311,3083.44,10.28,BTCUSD,USD
2023-10-22,29925.91,30275.0,29668.0,30004.15,10446520040,78.24,0.26145,BTCUSD,USD
2023-10-21,29680.9,30369.0,29475.06,29924.84,11541146996,243.94,0.82188,BTCUSD,USD
2023-10-20,28734.51,30260.0,28591.85,29684.73,21536125230,950.22,3.31,BTCUSD,USD
2023-10-19,28326.24,28955.0,28122.57,28726.9,14448058195,400.66,1.41,BTCUSD,USD
2023-10-18,28408.51,28999.98,28151.6,28326.51,12724128586,-82.0,-0.28865,BTCUSD,USD
2023-10-17,28516.8,28637.21,28083.19,28410.0,14872527508,-106.8,-0.37452,BTCUSD,USD
2023-10-16,27186.13,30208.0,27119.9,28520.24,27833876539,1334.11,4.91,BTCUSD,USD
2023-10-15,26851.71,27304.0,26806.06,27186.13,7098201980,334.42,1.25,BTCUSD,USD
2023-10-14,26867.9,26995.0,26797.0,26851.71,5388116782,-16.19,-0.06025778,BTCUSD,USD
2023-10-13,26794.0,27140.0,26662.62,26867.9,15165312851,73.9,0.27581,BTCUSD,USD
2023-10-12,26868.2,26964.0,26537.72,26750.51,9392909295,-117.69,-0.43803,BTCUSD,USD
2023-10-11,27397.3,27492.0,26521.32,26869.19,13648094333,-528.11,-1.93,BTCUSD,USD
2023-10-10,27586.1,27752.0,27291.81,27393.29,9973350678,-192.81,-0.69894,BTCUSD,USD
2023-10-09,27933.16,28003.7,27268.63,27596.67,12007668568,-336.49,-1.2,BTCUSD,USD
2023-10-08,27973.4,28109.94,27708.6,27933.55,7916875290,-39.85,-0.14246,BTCUSD,USD
2023-10-07,27947.8,28040.84,27840.0,27976.46,6553044316,28.66,0.10255,BTCUSD,USD
2023-10-06,27413.8,28297.0,27173.41,27945.17,13492391599,531.37,1.94,BTCUSD,USD
2023-10-05,27800.0,28140.0,27358.05,27413.8,11877253670,-386.2,-1.39,BTCUSD,USD
2023-10-04,27428.96,27846.0,27208.65,27786.74,11143355314,357.78,1.3,BTCUSD,USD
2023-10-03,27532.0,27700.0,27160.47,27428.96,11407814187,-103.04,-0.37426,BTCUSD,USD
2023-10-02,27995.46,28613.37,27298.0,27504.04,19793041322,-491.42,-1.76,BTCUSD,USD
2023-10-01,26972.1,28105.0,26955.25,27995.46,9503917434,1023.36,3.79,BTCUSD,USD
2023-09-30,26920.1,27110.0,26884.86,26961.0,5331172801,40.9,0.15193,BTCUSD,USD
2023-09-29,27027.3,27264.0,26661.71,26907.0,10396435377,-120.3,-0.44511,BTCUSD,USD
2023-09-28,26357.56,27335.0,26321.37,27027.14,14079002707,669.58,2.54,BTCUSD,USD
2023-09-27,26214.9,26876.0,26088.37,26359.9,11718380997,145.0,0.55312,BTCUSD,USD
2023-09-26,26289.8,26410.0,26080.0,26208.44,9985498161,-81.36,-0.30947,BTCUSD,USD
2023-09-25,26293.0,26466.0,25983.78,26296.08,11997833257,3.08,0.01171414,BTCUSD,USD
2023-09-24,26579.59,26768.0,26118.86,26251.06,8192867686,-328.53,-1.24,BTCUSD,USD
2023-09-23,26578.4,26810.0,26500.0,26579.6,7404700301,1.2,0.00451494,BTCUSD,USD
2023-09-22,26567.6,26749.0,26467.94,26578.4,10578746709,10.8,0.04065102,BTCUSD,USD
2023-09-21,27135.1,27167.0,26358.2,26567.6,13371443708,-567.5,-2.09,BTCUSD,USD
2023-09-20,27217.32,27414.0,26798.98,27123.94,13281116604,-93.38,-0.34309,BTCUSD,USD
2023-09-19,26758.3,27508.0,26666.93,27216.13,13807690550,457.83,1.71,BTCUSD,USD
2023-09-18,26543.0,27468.1,26382.13,26764.51,15615339655,221.51,0.83453,BTCUSD,USD
2023-09-17,26575.0,26634.0,26405.04,26530.95,6774210670,-44.05,-0.16576,BTCUSD,USD
2023-09-16,26610.1,26792.0,26453.32,26569.69,7402031417,-40.41,-0.15186,BTCUSD,USD
2023-09-15,26535.5,26910.0,26213.96,26602.42,11479735788,66.92,0.25219,BTCUSD,USD
2023-09-14,26238.0,26869.06,26128.25,26532.76,13811359124,294.76,1.12,BTCUSD,USD
2023-09-13,25839.95,27212.0,25763.43,26226.65,13072077070,386.7,1.5,BTCUSD,USD
2023-09-12,25163.4,26575.0,25120.76,25840.61,18657279324,677.21,2.69,BTCUSD,USD
2023-09-11,25831.77,25904.0,24900.0,25152.14,14600006467,-679.63,-2.63,BTCUSD,USD
2023-09-10,25891.3,26042.0,25578.01,25831.78,7899553047,-59.52,-0.22988,BTCUSD,USD
2023-09-09,25905.3,25950.0,25791.45,25891.3,5481314132,-14.0,-0.054043,BTCUSD,USD
2023-09-08,26274.0,26460.41,25640.1,25906.34,10817356400,-367.66,-1.4,BTCUSD,USD
2023-09-07,25747.63,26487.7,25595.8,26276.3,11088307100,528.67,2.05,BTCUSD,USD
2023-09-06,25788.8,26067.0,25358.0,25747.63,12752705327,-41.17,-0.15964,BTCUSD,USD
2023-09-05,25806.3,25909.0,25551.36,25783.91,11094740040,-22.39,-0.08676176,BTCUSD,USD
2023-09-04,25969.4,26100.0,25627.0,25816.13,10680635106,-153.27,-0.59019,BTCUSD,USD
2023-09-03,25869.7,26137.0,25792.29,25969.83,8962524523,100.13,0.38706,BTCUSD,USD
2023-09-02,25808.3,25995.0,25707.3,25869.7,10100387473,61.4,0.23791,BTCUSD,USD
2023-09-01,25936.3,26166.0,25307.37,25794.88,17202862221,-141.42,-0.54526,BTCUSD,USD
2023-08-31,27326.0,27605.5,25660.61,25932.45,20181001451,-1393.55,-5.1,BTCUSD,USD
2023-08-30,27749.0,27793.0,27005.2,27306.06,16343655235,-442.94,-1.6,BTCUSD,USD
2023-08-29,26109.6,28193.0,25903.18,27717.98,29368391712,1608.38,6.16,BTCUSD,USD
2023-08-28,26091.16,26264.0,25850.0,26109.6,11002805166,18.44,0.07067528,BTCUSD,USD
2023-08-27,26002.4,26198.0,25961.81,26091.16,6913768611,88.76,0.34135,BTCUSD,USD
2023-08-26,26049.4,26192.0,25971.44,26009.61,6034817316,-39.79,-0.15275,BTCUSD,USD
2023-08-25,26160.0,26326.0,25750.0,26049.8,12406045118,-110.2,-0.42125,BTCUSD,USD
2023-08-24,26417.5,26599.0,25850.0,26163.49,12871532023,-254.01,-0.96152,BTCUSD,USD
2023-08-23,26040.5,26840.0,25796.47,26427.54,16985265785,387.04,1.49,BTCUSD,USD
2023-08-22,26125.16,26156.0,25350.0,26040.4,14503820706,-84.76,-0.32444,BTCUSD,USD
2023-08-21,26189.36,26279.0,25807.3,26125.18,13371557893,-64.18,-0.24506,BTCUSD,USD
2023-08-20,26096.4,26314.0,25975.01,26189.14,9036580420,92.74,0.35537,BTCUSD,USD
2023-08-19,26048.9,26288.0,25793.11,26096.42,10631443812,47.52,0.18243,BTCUSD,USD
2023-08-18,26627.21,26834.37,25607.1,26048.89,24026236529,-578.32,-2.17,BTCUSD,USD
2023-08-17,28729.0,28779.0,24713.0,26627.57,31120851211,-2101.43,-7.31,BTCUSD,USD
2023-08-16,29200.0,29255.0,28690.37,28700.51,14949271904,-499.49,-1.71,BTCUSD,USD
2023-08-15,29405.49,29499.0,29046.58,29170.14,12640195779,-235.35,-0.80036,BTCUSD,USD
2023-08-14,29315.0,29689.0,29072.96,29405.49,14013695304,90.49,0.30868,BTCUSD,USD
2023-08-13,29412.5,29477.0,29247.15,29275.94,7329897180,-136.56,-0.46429,BTCUSD,USD
2023-08-12,29399.0,29497.0,29349.98,29416.96,6194358008,17.96,0.06109051,BTCUSD,USD
